date,BANDHAN ,Edelweiss ,Taurus ,HDFC ,DSP ,Union ,BANK OF INDIA ,Aditya Birla Sun Life ,SBI LONG TERM EQUITY FUND ,LIC MF ,Invesco India ,JM ,Axis ,ICICI Prudential ,UTI ,quant ,Tata ,Motilal Oswal ,PGIM India ,Navi ,Mirae Asset ,Mahindra Manulife ,Groww ,Parag Parikh ,ITI ,Sundaram ,BARODA BNP PARIBAS ,Samco ,HSBC ,HSBC ,Zerodha 
2013-02-12,22.2703,20.36,37.56,239.361,18.529,13.06,22.73,11.63,65.5641,29.9437,19.64,6.6947,14.5546,156.06,41.7384,35.5065,,,,,,,,,,,,,,,
2013-02-13,22.2298,20.4,37.52,239.171,18.528,13.11,22.79,11.61,65.686,29.9821,19.62,6.7031,14.6106,155.76,41.7452,35.4135,,,,,,,,,,,,,,,
2013-02-14,21.9126,20.27,37.01,236.884,18.313,12.99,22.58,11.5,65.1237,29.7452,19.44,6.6473,14.5047,154.38,41.5038,34.7185,,,,,,,,,,,,,,,
2013-02-15,22.0477,20.3,36.98,236.096,18.299,12.98,22.54,11.5,65.0372,29.7389,19.48,6.6487,14.4666,154.1,41.4958,33.9111,,,,,,,,,,,,,,,
2013-02-18,22.1023,20.59,37.13,236.849,18.321,12.98,22.6,11.51,65.1519,29.8003,19.48,6.6952,14.4915,154.9,41.5339,33.9652,,,,,,,,,,,,,,,
2013-02-19,22.285,20.82,37.58,238.506,18.499,13.07,22.81,11.62,65.709,,19.6,6.7822,14.6114,155.99,41.8453,34.125,,,,,,,,,,,,,,,
2013-02-20,22.2771,20.9,37.7,237.715,18.499,13.05,22.81,11.61,65.7704,29.9189,19.64,6.7658,14.6159,156.15,41.9181,34.1548,,,,,,,,,,,,,,,
2013-02-21,21.9738,20.6,37.0,234.375,18.2,12.89,22.49,11.43,64.8354,29.4431,19.38,6.6317,14.4163,154.1,41.3916,33.6379,,,,,,,,,,,,,,,
2013-02-22,21.9897,20.54,37.02,234.7,18.212,12.92,22.51,11.4,64.8797,29.4613,19.35,6.6169,14.4423,153.9,41.3242,33.6155,,,,,,,,,,,,,,,
2013-02-25,21.8719,20.49,36.83,234.214,18.162,12.89,22.51,11.36,64.7887,29.48,19.34,6.5999,14.401,153.41,41.2713,33.9602,,,,,,,,,,,,,,,
2013-02-26,21.4499,20.21,36.02,231.667,17.931,12.7,22.12,11.19,63.7537,29.0528,19.06,6.4871,14.2049,151.0,40.6854,33.4718,,,,,,,,,,,,,,,
2013-02-27,21.7116,20.32,36.51,233.236,18.062,12.8,22.27,11.28,64.1398,29.2199,19.17,6.5583,14.2879,152.03,40.825,33.7228,,,,,,,,,,,,,,,
2013-02-28,21.3045,19.92,35.88,228.547,17.711,12.62,21.92,11.07,62.9908,28.6934,18.85,6.4003,14.1092,148.99,40.1169,33.0333,,,,,,,,,,,,,,,
2013-03-01,21.3081,20.0,35.97,229.84,17.76,12.63,22.09,11.11,63.1933,28.7654,19.02,6.4641,14.238,149.6,40.3196,33.2181,,,,,,,,,,,,,,,
2013-03-04,21.0972,19.9,35.57,228.982,17.626,12.6,21.99,11.0,62.8084,28.7167,18.89,6.412,14.1535,148.14,40.0614,32.9871,,,,,,,,,,,,,,,
2013-03-05,21.4479,20.17,36.23,232.152,17.913,12.77,22.29,11.15,63.8034,29.1475,19.04,6.538,14.3051,150.02,40.5847,33.2201,,,,,,,,,,,,,,,
2013-03-06,21.6601,20.26,36.62,234.628,18.102,12.82,22.48,11.21,64.2726,29.3486,19.19,6.6114,14.3669,151.64,40.7882,33.4218,,,,,,,,,,,,,,,
2013-03-07,21.8939,20.39,36.89,235.843,18.225,12.91,22.71,11.27,64.8414,29.5539,19.31,6.6758,14.4921,152.47,41.1516,33.6073,,,,,,,,,,,,,,,
2013-03-08,22.1583,20.6,37.3,238.095,18.408,13.11,22.97,11.42,65.5756,29.9041,19.49,6.7541,14.6971,154.48,41.5994,33.7107,,,,,,,,,,,,,,,
2013-03-11,22.1689,21.4,37.28,238.0,18.39,13.15,22.93,11.44,65.5343,29.8481,19.54,6.7485,14.7309,154.4,41.6727,33.9598,,,,,,,,,,,,,,,
2013-03-12,22.0797,21.33,37.15,236.695,18.307,13.08,22.8,11.41,65.2501,29.712,19.41,6.7144,14.69,153.34,41.5037,33.9003,,,,,,,,,,,,,,,
2013-03-13,21.7398,21.13,36.66,233.768,18.081,12.97,22.54,11.28,64.5438,29.3841,19.23,6.6189,14.5384,151.86,41.1203,33.7013,,,,,,,,,,,,,,,
2013-03-14,21.9295,21.26,37.2,236.201,18.236,13.09,22.73,11.37,65.1874,29.722,19.3,6.6968,14.6688,152.81,41.4788,34.1625,,,,,,,,,,,,,,,
2013-03-15,21.764,21.23,36.98,235.05,18.144,13.07,22.56,11.3,64.8066,29.4904,19.27,6.6258,14.6503,151.58,41.2845,34.0072,,,,,,,,,,,,,,,
2013-03-18,21.6437,21.19,36.66,233.794,18.034,13.01,22.39,11.24,64.3464,29.3213,19.2,6.5757,14.5716,150.58,41.1349,33.6111,,,,,,,,,,,,,,,
2013-03-19,21.2123,20.91,35.98,229.626,17.765,12.82,22.17,11.08,63.4854,28.8759,18.94,6.4415,14.3756,148.04,40.7278,33.0218,,,,,,,,,,,,,,,
2013-03-20,20.8918,20.63,35.35,226.13,17.491,12.69,21.89,10.95,62.8668,28.5832,18.73,6.3206,14.1918,145.82,40.3446,32.3027,,,,,,,,,,,,,,,
2013-03-21,20.8177,20.61,35.0,224.615,17.429,12.66,21.82,10.9,62.4665,28.4288,18.62,6.2949,14.1287,144.84,40.1552,32.201,,,,,,,,,,,,,,,
2013-03-22,20.7389,20.53,34.95,224.159,17.298,12.62,21.75,10.88,62.2537,28.3421,18.57,6.3016,14.0638,144.09,40.0096,32.1527,,,,,,,,,,,,,,,
2013-03-25,20.6711,20.41,34.8,223.106,17.23,12.6,21.67,10.86,61.9659,28.2035,18.59,6.2603,14.0211,143.94,39.8912,32.359,,,,,,,,,,,,,,,
2013-03-26,20.6799,20.45,34.69,223.345,17.217,12.64,21.7,10.93,62.0948,28.2269,18.63,6.2579,14.0945,144.09,39.9259,32.2515,,,,,,,,,,,,,,,
2013-03-28,21.018,20.68,34.95,225.695,17.423,12.77,21.92,11.02,62.7102,28.472,18.81,6.3091,14.1991,145.18,40.2206,32.2498,,,,,,,,,,,,,,,
2013-03-29,,,,,,,,,,,,,,,,32.2515,,,,,,,,,,,,,,,
2013-04-01,21.1468,20.74,35.23,226.849,17.562,12.79,22.01,11.05,62.9269,28.646,18.87,6.3321,14.231,146.49,40.4107,32.6488,,,,,,,,,,,,,,,
2013-04-02,21.317,20.86,35.64,229.406,17.766,12.89,22.17,11.13,63.4309,28.9175,19.09,6.4341,14.3768,148.54,40.7469,33.1407,,,,,,,,,,,,,,,
2013-04-03,21.0848,20.7,35.08,227.001,17.623,12.78,21.88,11.0,62.7838,28.5222,18.97,6.3522,14.2929,146.69,40.5301,32.9237,,,,,,,,,,,,,,,
2013-04-04,20.822,20.37,34.46,223.752,17.298,12.58,21.52,10.81,61.7965,28.0961,18.66,6.2621,14.0601,144.55,39.7216,32.3284,,,,,,,,,,,,,,,
2013-04-05,20.7147,20.3,34.42,223.986,17.273,12.52,21.41,10.79,61.583,28.0144,18.68,6.2474,14.0479,144.4,39.7056,32.252,,,,,,,,,,,,,,,
2013-04-07,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
2013-04-08,20.6486,20.23,34.47,223.155,17.28,12.5,21.42,10.76,61.4624,27.9389,18.6,6.2397,14.0224,144.06,39.6621,32.2357,,,,,,,,,,,,,,,
2013-04-09,20.5185,20.01,34.13,221.329,17.106,12.38,21.29,10.67,60.9832,27.6743,18.41,6.2333,13.9389,143.33,39.3241,32.0037,,,,,,,,,,,,,,,
2013-04-10,20.7461,20.1,34.57,223.36,17.247,12.47,21.53,10.76,61.5061,27.9696,18.51,6.3139,13.9826,144.54,39.6878,32.0962,,,,,,,,,,,,,,,
2013-04-11,20.8311,20.22,34.77,224.834,17.334,12.52,21.74,10.82,61.8881,,18.64,6.3523,14.0994,144.6,39.9001,32.1505,,,,,,,,,,,,,,,
2013-04-12,20.5106,20.19,34.48,220.647,17.142,12.45,21.46,10.76,61.6481,27.707,18.38,6.3411,14.0426,143.96,39.4623,32.1685,,,,,,,,,,,,,,,
2013-04-15,20.5815,20.16,34.74,221.784,17.262,12.51,21.59,10.81,61.9059,27.8891,18.41,6.3503,13.985,144.39,39.7459,32.2631,,,,,,,,,,,,,,,
2013-04-16,20.8059,20.42,35.31,224.667,17.517,12.75,21.97,10.98,63.1213,28.4053,18.71,6.4983,14.2436,145.69,40.41,32.5199,,,,,,,,,,,,,,,
2013-04-17,20.8941,20.5,35.32,225.363,17.602,12.77,22.01,10.98,63.168,28.4139,18.71,6.5238,14.267,145.57,40.4489,32.5364,,,,,,,,,,,,,,,
2013-04-18,21.1588,20.71,35.76,228.423,17.797,12.94,22.35,11.13,63.9469,28.881,18.92,6.6536,14.4401,147.25,40.9317,32.76,,,,,,,,,,,,,,,
2013-04-19,,,,,,,,,,,,,,,,32.7604,,,,,,,,,,,,,,,
2013-04-22,21.4925,20.92,36.12,230.469,17.969,13.04,22.57,11.27,64.4618,29.117,19.09,6.7703,14.6259,148.72,41.2055,33.0064,,,,,,,,,,,,,,,
2013-04-23,21.472,20.94,36.07,229.422,17.943,13.03,22.58,11.28,64.4969,29.106,19.03,6.7307,14.5801,148.48,41.2189,32.9929,,,,,,,,,,,,,,,
2013-04-24,,,,,,,,,,,,,,,,32.9938,,,,,,,,,,,,,,,
2013-04-25,21.7634,21.17,36.47,230.797,18.097,13.13,22.84,11.42,65.0168,29.4496,19.21,6.8678,14.7586,149.98,41.5766,33.2851,,,,,,,,,,,,,,,
2013-04-26,21.467,21.0,36.21,229.387,17.982,13.05,22.71,11.31,64.5857,29.2223,19.23,6.8569,14.7058,149.06,41.2819,33.1022,,,,,,,,,,,,,,,
2013-04-29,21.5853,21.19,36.38,230.482,18.11,13.1,22.81,11.38,64.9442,29.3697,19.33,6.8888,14.8289,149.88,41.4773,33.1903,,,,,,,,,,,,,,,
2013-04-30,21.6736,21.49,36.47,231.526,18.204,13.13,22.85,11.48,65.2315,29.5342,19.39,6.8642,14.8945,150.24,41.4468,33.3081,,,,,,,,,,,,,,,
2013-05-02,21.9035,21.72,36.93,233.245,18.434,13.26,23.13,11.58,65.969,29.8508,19.53,6.9537,15.1032,151.47,41.9314,33.4766,,,,,,,,,,,,,,,
2013-05-03,21.7512,21.6,36.58,230.526,18.265,13.17,23.01,11.53,65.3552,29.5341,19.43,6.8857,15.0518,150.74,41.6297,33.3349,,,,,,,,,,,,,,,
2013-05-06,21.7692,21.75,36.74,232.149,18.423,13.19,23.14,11.59,65.6172,29.6575,19.48,6.905,15.1497,152.45,41.9533,33.4374,,,,,,,,,,,,,,,
2013-05-07,21.954,21.99,37.04,233.748,18.597,13.32,23.41,11.71,66.267,29.9884,19.58,7.0076,15.2704,153.38,42.4156,33.6349,,,,,,,,,,,,,,,
2013-05-08,22.0752,22.16,37.07,233.504,18.631,13.39,23.47,11.76,66.5168,30.0632,19.68,7.0165,15.3597,153.33,42.5158,33.6339,,,,,,,,,,,,,,,
2013-05-09,22.0012,22.14,36.94,233.59,18.576,13.34,23.35,11.73,66.4033,30.0237,19.63,6.9925,15.2634,152.54,42.3056,33.4779,,,,,,,,,,,,,,,
2013-05-10,22.1132,22.31,37.16,235.033,18.645,13.45,23.54,11.77,66.9353,30.2747,19.76,7.0475,15.3358,153.19,42.5546,33.6058,,,,,,,,,,,,,,,
2013-05-13,21.766,22.05,36.52,230.788,18.427,13.27,23.12,11.63,66.057,29.6823,19.51,6.9358,15.1284,151.27,41.9875,33.2891,,,,,,,,,,,,,,,
2013-05-14,21.8181,22.13,36.63,232.064,18.479,13.32,23.18,11.65,66.316,29.7446,19.59,7.0074,15.2336,151.86,42.1117,33.4476,,,,,,,,,,,,,,,
2013-05-15,22.3928,22.48,37.5,237.179,18.863,13.59,23.7,11.88,67.6574,30.4469,19.99,7.2002,15.5617,153.73,42.8986,33.7419,,,,,,,,,,,,,,,
2013-05-16,22.569,22.56,37.61,238.645,18.966,13.62,23.75,11.9,68.0951,30.5431,20.13,7.233,15.5917,154.23,43.0661,33.7761,,,,,,,,,,,,,,,
2013-05-17,22.6338,22.54,37.61,239.479,19.022,13.62,23.74,11.93,68.2684,30.6405,20.16,7.2431,15.6811,154.85,43.1832,33.8529,,,,,,,,,,,,,,,
2013-05-20,22.5782,22.46,37.42,238.673,18.934,13.56,23.63,11.89,67.9591,30.4943,20.01,7.1942,15.5963,153.73,43.0084,33.6555,,,,,,,,,,,,,,,
2013-05-21,22.4482,22.4,37.14,237.105,18.801,13.5,23.41,11.83,67.4173,30.2975,19.85,7.1091,15.4753,152.69,42.8042,33.3706,,,,,,,,,,,,,,,
2013-05-22,22.2765,22.4,36.92,235.545,18.757,13.51,23.38,11.79,67.1608,30.2129,19.75,7.0662,15.4089,151.75,42.7009,33.3825,,,,,,,,,,,,,,,
2013-05-23,21.6926,22.15,36.1,229.981,18.364,13.29,22.94,11.56,65.8033,29.5376,19.44,6.925,15.2194,149.16,41.8471,32.8683,,,,,,,,,,,,,,,
2013-05-24,21.7136,22.22,36.25,230.785,18.494,13.31,23.0,11.57,66.1669,29.6115,19.5,6.9958,15.3594,149.79,41.9006,32.8212,,,,,,,,,,,,,,,
2013-05-27,21.9409,22.54,36.59,233.093,18.678,13.51,23.39,11.74,66.8304,30.0267,19.86,7.0687,15.508,151.42,42.5371,33.0682,,,,,,,,,,,,,,,
2013-05-28,22.0027,22.61,36.73,234.177,18.766,13.57,23.46,11.78,67.1251,30.2266,20.02,7.1164,15.5632,152.14,42.6847,33.0824,,,,,,,,,,,,,,,
2013-05-29,21.9284,22.64,36.64,233.249,18.72,13.6,23.53,11.74,66.95,30.1946,20.01,7.0818,15.5996,151.76,42.6695,33.0704,,,,,,,,,,,,,,,
2013-05-30,21.9972,22.63,36.66,232.964,18.741,13.62,23.67,11.76,67.2556,30.3116,20.05,7.0966,15.6604,151.04,42.7131,33.1594,,,,,,,,,,,,,,,
2013-05-31,21.6985,22.39,35.97,230.93,18.531,13.4,23.25,11.58,66.1492,29.7602,19.86,6.9458,15.4335,149.57,42.0169,32.9453,,,,,,,,,,,,,,,
2013-06-03,21.6935,22.36,35.8,231.2,18.528,13.32,23.07,11.59,65.7909,29.6511,19.64,6.8898,15.2578,149.21,41.8858,32.8166,,,,,,,,,,,,,,,
2013-06-04,21.6745,22.35,35.69,230.975,18.507,13.29,22.96,11.53,65.6799,29.5828,19.64,6.8467,15.2142,149.33,41.8106,32.8863,,,,,,,,,,,,,,,
2013-06-05,21.7355,22.4,35.76,230.269,18.519,13.31,22.96,11.55,65.6434,29.5894,19.65,6.8477,15.2456,149.1,41.8309,32.912,,,,,,,,,,,,,,,
2013-06-06,21.7545,22.42,35.75,230.811,18.491,13.3,22.99,11.57,65.6483,29.5957,19.68,6.848,15.2391,149.09,41.9045,32.7836,,,,,,,,,,,,,,,
2013-06-07,21.6906,22.39,35.51,229.96,18.477,13.25,22.85,11.5,65.4877,29.3884,19.57,6.8167,15.2015,148.41,41.6029,32.6602,,,,,,,,,,,,,,,
2013-06-10,21.6313,22.23,35.31,229.115,18.418,13.21,22.8,11.41,65.2257,29.3567,19.55,6.8037,15.1368,147.98,41.4794,32.6829,,,,,,,,,,,,,,,
2013-06-11,21.3271,21.88,34.74,225.573,18.093,13.01,22.53,11.24,64.2253,28.9548,19.25,6.6869,14.9065,146.52,40.9332,32.6067,,,,,,,,,,,,,,,
2013-06-12,21.321,21.75,34.6,224.596,18.005,12.94,22.49,11.23,63.8987,28.7825,19.21,6.6544,14.8527,146.22,40.6417,32.5939,,,,,,,,,,,,,,,
2013-06-13,21.049,21.45,34.23,221.607,17.822,12.84,22.16,11.14,63.142,28.501,19.04,6.5983,14.6936,144.78,40.2076,32.406,,,,,,,,,,,,,,,
2013-06-14,21.4259,21.65,34.87,225.071,18.11,13.02,22.58,11.34,64.3398,28.9722,19.32,6.7362,14.8852,146.53,40.8104,32.5694,,,,,,,,,,,,,,,
2013-06-17,21.5265,21.78,35.1,225.944,18.226,13.08,22.74,11.41,64.8809,29.1329,19.35,6.7972,14.9613,146.61,41.0968,32.4827,,,,,,,,,,,,,,,
2013-06-18,21.4604,21.71,35.05,225.944,18.207,13.05,22.61,11.36,64.5079,28.9652,19.29,6.771,14.9532,146.39,40.9313,32.3516,,,,,,,,,,,,,,,
2013-06-19,21.538,21.75,35.19,226.108,18.265,13.09,22.71,11.38,64.6678,29.0388,19.37,6.8195,15.0209,147.2,41.0757,32.3637,,,,,,,,,,,,,,,
2013-06-20,20.966,21.35,34.28,220.791,17.842,12.79,22.13,11.14,63.0459,28.2715,19.0,6.6361,14.7284,144.05,40.1745,31.9845,,,,,,,,,,,,,,,
2013-06-21,20.8622,21.31,34.3,219.903,17.82,12.78,22.17,11.1,63.0419,28.3078,19.02,6.6236,14.7306,143.73,40.0785,32.0083,,,,,,,,,,,,,,,
2013-06-24,20.5166,20.9,33.67,215.507,17.452,12.59,21.9,10.94,62.2428,27.854,18.69,6.5044,14.4707,140.83,39.4471,31.8544,,,,,,,,,,,,,,,
2013-06-25,20.4312,20.92,33.75,214.428,17.43,12.58,21.89,10.92,62.2299,27.9503,18.72,6.5317,14.4939,140.14,39.4032,31.7842,,,,,,,,,,,,,,,
2013-06-26,20.3837,20.92,33.6,214.575,17.376,12.53,21.83,10.92,62.1239,27.8366,18.7,6.4901,14.4661,139.68,39.3828,31.7681,,,,,,,,,,,,,,,
2013-06-27,20.6079,21.15,34.11,216.593,17.567,12.74,22.18,11.04,62.9623,28.3092,18.88,6.5355,14.5856,141.5,39.9286,31.9326,,,,,,,,,,,,,,,
2013-06-28,21.0087,21.6,34.94,221.71,17.949,13.09,22.71,11.34,64.3122,28.9544,19.34,6.7074,14.9322,145.0,40.9367,32.3389,,,,,,,,,,,,,,,
2013-07-01,21.2624,21.78,35.49,224.422,18.226,13.18,22.88,11.44,64.6991,29.1756,19.5,6.7885,15.0643,146.59,41.3777,32.5978,,,,,,,,,,,,,,,
2013-07-02,21.1432,21.73,35.28,223.391,18.183,13.12,22.73,11.37,64.4837,28.9842,19.37,6.8007,15.0405,146.11,41.1104,32.54,,,,,,,,,,,,,,,
2013-07-03,20.9672,21.51,34.62,218.924,17.935,12.94,22.49,11.23,63.6318,28.5535,19.07,6.6964,14.8874,142.98,40.6107,32.3408,,,,,,,,,,,,,,,
2013-07-04,21.262,21.81,35.09,221.022,18.107,13.08,22.81,11.3,64.3033,28.8953,19.18,6.7282,15.0843,144.14,40.9722,32.4906,,,,,,,,,,,,,,,
2013-07-05,21.2708,21.87,35.2,220.856,18.126,13.14,22.93,11.35,64.4087,29.0152,19.21,6.7767,15.1472,145.21,41.2055,32.6298,,,,,,,,,,,,,,,
2013-07-08,21.2736,21.71,34.85,219.168,18.009,13.06,22.8,11.26,63.9019,28.7948,19.01,6.7103,15.0639,144.43,40.9223,32.4718,,,,,,,,,,,,,,,
2013-07-09,21.5665,21.84,35.09,220.482,18.139,13.16,22.98,11.37,64.2111,29.0134,19.19,6.7511,15.2741,145.51,41.3014,32.6611,,,,,,,,,,,,,,,
2013-07-10,21.5775,21.85,34.97,219.03,18.104,13.12,22.91,11.34,63.9552,28.8056,19.12,6.7134,15.273,145.43,41.1356,32.5353,,,,,,,,,,,,,,,
2013-07-11,21.8615,22.22,35.48,221.792,18.341,13.37,23.28,11.49,65.0356,29.3441,19.36,6.8073,15.4709,147.42,41.74,32.7425,,,,,,,,,,,,,,,
2013-07-12,22.074,22.39,35.79,225.875,18.552,13.49,23.65,11.61,65.588,29.7867,19.43,6.8259,15.6022,149.0,42.1392,32.845,,,,,,,,,,,,,,,
2013-07-15,22.2967,22.58,35.93,227.19,18.647,13.59,23.69,11.66,65.9365,29.99,19.48,6.8874,15.661,150.28,42.2973,32.8248,,,,,,,,,,,,,,,
2013-07-16,22.0814,22.28,35.4,223.294,18.383,13.42,23.33,11.49,65.1257,29.6345,19.3,6.7504,15.4107,147.88,41.8582,32.6385,,,,,,,,,,,,,,,
2013-07-17,22.0093,22.24,35.32,222.111,18.331,13.42,23.27,11.47,64.9766,29.6103,19.3,6.713,15.3551,146.55,41.9251,32.6066,,,,,,,,,,,,,,,
2013-07-18,22.1941,22.42,35.69,224.182,18.463,13.59,23.49,11.56,65.4264,29.9119,19.49,6.7746,15.4558,147.81,42.442,32.736,,,,,,,,,,,,,,,
2013-07-19,22.1666,22.41,35.7,224.498,18.405,13.57,23.41,11.56,65.4475,29.9234,19.47,6.7316,15.3425,147.57,42.3189,32.5079,,,,,,,,,,,,,,,
2013-07-22,22.1058,22.55,35.73,224.42,18.427,13.55,23.45,11.61,65.4341,29.9221,19.41,6.7329,15.3172,147.56,42.2201,32.4835,,,,,,,,,,,,,,,
2013-07-23,22.1661,22.6,35.93,225.513,18.46,13.61,23.55,11.63,65.775,30.1106,19.43,6.7648,15.3502,148.3,42.3416,32.578,,,,,,,,,,,,,,,
2013-07-24,21.9132,22.26,35.43,222.174,18.242,13.39,23.27,11.4,64.8926,29.8013,19.15,6.6198,15.1837,146.67,41.8976,32.2753,,,,,,,,,,,,,,,
2013-07-25,21.7949,22.03,35.08,220.702,18.135,13.24,22.96,11.28,64.2169,29.4722,19.0,6.5118,15.0259,145.02,41.4052,32.0916,,,,,,,,,,,,,,,
2013-07-26,21.6822,21.82,35.0,218.239,18.011,13.2,22.94,11.27,63.9263,29.442,18.86,6.4931,15.025,144.39,41.3215,32.0026,,,,,,,,,,,,,,,
2013-07-29,21.56,21.62,34.77,217.063,17.874,13.04,22.86,11.23,63.4959,29.181,18.73,6.4647,14.9306,143.53,41.1144,31.8323,,,,,,,,,,,,,,,
2013-07-30,21.1635,21.38,34.23,214.159,17.526,12.9,22.6,11.07,62.6729,28.8288,18.49,6.3898,14.806,141.32,40.7287,31.4331,,,,,,,,,,,,,,,
2013-07-31,21.1527,21.23,34.35,215.374,17.609,12.86,22.57,11.04,62.5816,28.8968,18.47,6.3931,14.7567,141.31,40.5309,31.2307,,,,,,,,,,,,,,,
2013-08-01,21.1166,21.2,33.98,213.446,17.489,12.84,22.59,10.97,62.3828,28.7658,18.46,6.3757,14.7515,140.06,40.4252,31.3108,,,,,,,,,,,,,,,
2013-08-02,20.9976,21.15,33.67,211.762,17.36,12.81,22.45,10.89,61.9637,28.5857,18.33,6.3376,14.6639,139.25,40.1797,31.1486,,,,,,,,,,,,,,,
2013-08-05,21.0249,21.24,33.75,212.455,17.324,12.79,22.49,10.92,61.9034,28.6104,18.44,6.3333,14.6753,139.6,40.0445,31.226,,,,,,,,,,,,,,,
2013-08-06,20.5815,20.72,32.74,207.973,16.875,12.49,21.97,10.66,60.5438,27.9866,18.02,6.1508,14.3633,136.63,39.0874,30.8626,,,,,,,,,,,,,,,
2013-08-07,20.3992,20.55,32.75,209.345,16.918,12.47,21.83,10.68,60.1309,27.8517,17.93,6.084,14.2345,138.63,39.0124,30.9108,,,,,,,,,,,,,,,
2013-08-08,20.5169,20.67,33.05,210.924,17.055,12.52,21.94,10.77,60.4568,28.0404,18.09,6.1567,14.3894,140.54,39.2628,31.3867,,,,,,,,,,,,,,,
2013-08-12,20.7805,21.0,33.45,213.408,17.183,12.61,22.2,10.87,60.9277,28.2166,18.31,6.2139,14.5806,142.08,39.451,31.6158,,,,,,,,,,,,,,,
2013-08-13,21.1396,21.36,34.04,216.666,17.488,12.76,22.63,11.04,62.0157,28.6166,18.59,6.2966,14.7677,144.2,40.081,32.0697,,,,,,,,,,,,,,,
2013-08-14,21.1698,21.49,34.31,218.581,17.623,12.78,22.82,11.11,62.4319,28.798,18.68,6.338,14.803,145.65,40.2089,32.2083,,,,,,,,,,,,,,,
2013-08-16,20.622,20.9,33.06,211.429,17.042,12.37,22.04,10.75,60.3512,27.7852,18.17,6.1455,14.3818,140.94,38.7464,31.6042,,,,,,,,,,,,,,,
2013-08-19,20.2885,20.4,32.4,207.904,16.764,12.16,21.58,10.55,59.2947,27.3293,17.84,6.0105,14.102,139.69,38.1662,31.3788,,,,,,,,,,,,,,,
2013-08-20,20.0743,20.14,32.18,207.529,16.742,12.11,21.43,10.52,58.8836,27.3147,17.64,5.9425,13.9956,141.26,38.1059,31.2837,,,,,,,,,,,,,,,
2013-08-21,19.8013,19.93,31.66,204.003,16.413,11.95,21.1,10.38,57.9974,26.7744,17.48,5.8594,13.8249,138.65,37.6112,30.8259,,,,,,,,,,,,,,,
2013-08-22,20.0455,20.06,32.21,206.856,16.707,12.1,21.44,10.5,58.9008,27.2303,17.66,5.9056,13.8944,141.94,38.1974,31.193,,,,,,,,,,,,,,,
2013-08-23,20.2916,20.4,32.59,208.819,16.903,12.21,21.73,10.66,59.6023,27.446,17.84,5.9886,14.066,142.96,38.5691,31.2801,,,,,,,,,,,,,,,
2013-08-26,20.3749,20.52,32.53,209.352,16.992,12.19,21.73,10.69,59.6413,27.5209,17.92,6.0068,14.1695,143.7,38.7933,31.4099,,,,,,,,,,,,,,,
2013-08-27,19.9041,19.98,31.45,204.853,16.543,11.84,21.05,10.39,58.0456,26.7847,17.36,5.8047,13.7614,140.35,37.7051,30.7248,,,,,,,,,,,,,,,
2013-08-28,19.858,19.83,31.21,202.897,16.4,11.79,21.07,10.36,57.8216,26.8131,17.17,5.773,13.6318,140.51,37.5015,30.7398,,,,,,,,,,,,,,,
2013-08-29,20.2373,20.24,31.75,205.478,16.725,12.01,21.47,10.59,59.0203,27.3406,17.51,5.8946,13.8991,142.35,38.2022,30.9388,,,,,,,,,,,,,,,
2013-08-30,20.4088,20.46,31.87,207.211,16.847,12.15,21.66,10.69,59.5585,27.731,17.66,5.9777,14.1497,143.36,38.683,31.1088,,,,,,,,,,,,,,,
2013-09-02,20.5724,20.69,32.23,209.777,17.053,12.31,22.03,10.82,60.2589,27.9744,17.81,6.0394,14.2365,144.92,39.1519,31.3852,,,,,,,,,,,,,,,
2013-09-03,20.1463,20.09,31.23,204.518,16.636,11.92,21.31,10.48,58.5901,27.0294,17.43,5.8557,13.9014,141.52,37.8885,30.7637,,,,,,,,,,,,,,,
2013-09-04,20.4755,20.37,31.69,208.069,16.95,12.07,21.72,10.66,59.5576,27.5434,17.72,5.9439,14.0106,143.96,38.4526,31.1201,,,,,,,,,,,,,,,
2013-09-05,20.7097,20.79,32.52,212.799,17.277,12.34,22.27,10.89,60.8218,28.0842,18.06,6.0724,14.3129,146.19,39.2115,31.619,,,,,,,,,,,,,,,
2013-09-06,20.8564,20.98,33.09,215.774,17.471,12.52,22.55,11.0,61.641,28.4985,18.23,6.1819,14.4284,147.55,39.8058,31.822,,,,,,,,,,,,,,,
2013-09-10,21.4262,21.61,34.12,220.861,17.939,12.83,23.27,11.28,63.3884,29.3264,18.58,6.4275,14.8613,149.74,41.0164,32.2296,,,,,,,,,,,,,,,
2013-09-11,21.6056,21.67,34.41,223.686,18.109,12.86,23.36,11.33,63.8361,29.3525,18.74,6.4635,14.9458,150.76,41.2177,32.3087,,,,,,,,,,,,,,,
2013-09-12,21.4341,21.46,34.07,220.892,17.878,12.84,23.13,11.22,63.4274,29.112,18.59,6.4396,14.8835,150.07,40.7896,32.399,,,,,,,,,,,,,,,
2013-09-13,21.4344,21.38,34.09,221.358,17.871,12.82,23.04,11.21,63.2417,29.0155,18.59,6.4465,14.8914,150.52,40.696,32.4572,,,,,,,,,,,,,,,
2013-09-16,21.2463,21.3,34.15,221.26,17.893,12.81,23.12,11.18,63.2298,28.994,18.63,6.4551,14.8783,150.2,40.6142,31.9952,,,,,,,,,,,,,,,
