date,BANDHAN ,Edelweiss ,Taurus ,HDFC ,DSP ,Union ,BANK OF INDIA ,Aditya Birla Sun Life ,SBI LONG TERM EQUITY FUND ,LIC MF ,Invesco India ,JM ,Axis ,ICICI Prudential ,UTI ,quant ,Tata ,Motilal Oswal ,PGIM India ,Navi ,Mirae Asset ,Mahindra Manulife ,Groww ,Parag Parikh ,ITI ,Sundaram ,BARODA BNP PARIBAS ,Samco ,HSBC ,HSBC ,Zerodha 
2015-12-17,38.9543,36.17,53.09,377.985,32.195,19.58,37.95,21.93,111.0839,46.781,36.07,11.4029,31.265,278.53,64.747,60.7993,12.2723,11.2418,10.06,,,,,,,,,,,,
2015-12-18,38.9265,35.94,52.71,375.706,31.942,19.48,37.8,21.79,110.2399,46.524,35.92,11.3255,31.0875,275.73,64.291,60.676,12.2439,11.1017,10.04,,,,,,,,,,,,
2015-12-21,39.2094,36.23,53.12,379.317,32.119,19.63,38.05,21.96,111.0868,47.0389,36.25,11.4123,31.0622,277.16,64.7894,60.8327,12.3521,11.1188,10.07,,,,,,,,,,,,
2015-12-22,39.0536,36.09,52.97,377.939,32.031,19.56,38.01,21.88,110.5556,46.9298,36.17,11.3548,31.0584,275.74,64.5612,60.8565,12.3857,11.1207,10.06,,,,,,,,,,,,
2015-12-23,39.2383,36.28,53.39,381.004,32.213,19.72,38.27,22.04,111.3559,47.2922,36.41,11.4407,31.2991,277.94,65.4377,61.0061,12.45,11.2006,10.1,,,,,,,,,,,,
2015-12-24,39.3372,36.39,53.44,380.967,32.22,19.79,38.26,22.0,111.3383,47.379,36.4,,31.3257,277.95,65.7785,61.1673,12.4538,11.187,10.12,,,,,,,,,,,,
2015-12-28,39.5719,36.59,53.53,382.761,32.467,19.81,38.5,22.12,112.0178,47.7061,36.63,11.5092,31.523,279.39,66.1123,61.3597,12.5272,11.3079,10.16,,,,,,,,,,,,
2015-12-29,39.6,36.56,53.67,382.867,32.467,19.86,38.48,22.14,112.15,47.7275,36.64,11.5052,31.6454,278.57,66.2065,61.5165,12.5566,11.3047,10.17,,10.03,,,,,,,,,,
2015-12-30,39.567,36.51,53.54,381.311,32.362,19.81,38.46,22.21,111.7442,47.5738,36.53,11.4621,31.5605,278.54,65.9735,61.6852,12.5567,11.2375,10.17,,10.011,,,,,,,,,,
2015-12-31,39.8276,36.59,53.96,382.113,32.502,19.87,38.67,22.38,112.1775,47.7102,36.75,11.5471,31.7424,280.63,66.327,62.0151,12.6449,11.3594,10.22,10.0591,10.054,,,,,,,,,,
2016-01-01,40.1135,36.87,54.25,384.943,32.78,19.96,38.92,22.45,112.8016,47.9985,36.84,11.6083,31.9147,281.64,66.5888,62.4403,12.7445,11.5375,10.31,10.1161,10.077,,,,,,,,,,
2016-01-04,39.447,36.46,53.3,377.03,32.215,19.62,38.27,22.09,110.6618,47.3008,36.21,11.426,31.4808,277.88,65.5444,61.8676,12.5586,11.342,10.19,10.0063,9.951,,,,,,,,,,
2016-01-05,39.7103,36.49,53.43,377.519,32.285,19.6,38.33,22.1,110.4641,47.298,36.3,11.3936,31.4237,277.64,65.7553,62.3596,12.573,11.2906,10.22,10.0292,9.981,,,,,,,,,,
2016-01-06,39.5572,36.43,53.25,375.963,32.294,19.56,38.01,22.02,110.3455,47.2135,36.27,11.383,31.4329,277.42,65.4984,62.6526,12.4855,11.2996,10.2,9.9854,9.979,,,,,,,,,,
2016-01-07,38.539,35.59,52.02,365.02,31.539,19.09,37.12,21.62,107.6125,46.0715,35.45,11.1381,30.9356,272.14,63.9299,61.2341,12.24,11.0884,10.03,9.8713,9.79,,,,,,,,,,
2016-01-08,38.9332,35.93,52.39,367.396,31.895,19.21,37.35,21.74,108.4611,46.3084,35.77,11.2271,31.11,273.73,64.4779,62.9406,12.342,11.1583,10.1,9.92,9.877,,,,,,,,,,
2016-01-11,38.7314,35.66,52.2,364.405,31.752,19.04,37.07,21.65,107.9388,45.9715,35.47,11.1916,30.8995,271.37,64.0992,62.0367,12.2789,11.0679,10.05,9.8744,9.833,,,,,,,,,,
2016-01-12,38.3311,35.45,51.69,360.445,31.486,18.9,36.78,21.52,106.8749,45.635,35.08,11.0988,30.6696,270.31,63.6276,60.882,12.1681,11.0101,10.03,9.8349,9.76,,,,,,,,,,
2016-01-13,38.1009,35.37,51.74,360.589,31.558,18.91,36.8,21.56,106.9416,45.5148,35.08,11.117,30.6532,269.73,63.5459,60.1779,12.1416,11.0053,10.0,9.8227,9.82,,,,,,,,,,
2016-01-14,37.7804,35.07,51.36,357.361,31.321,18.75,36.53,21.39,105.8939,45.1228,34.96,11.073,30.4179,268.41,63.1463,59.3693,11.9688,10.999,9.91,9.7867,9.725,,,,,,,,,,
2016-01-15,36.9997,34.32,50.27,349.943,30.929,18.37,35.89,21.07,104.0892,44.2464,34.4,10.9133,30.0061,264.44,62.1471,58.1706,11.7462,10.8927,9.71,9.6507,9.57,,,,,,,,,,
2016-01-18,35.9501,33.38,48.87,343.083,30.135,17.97,35.1,20.53,101.8871,43.3263,33.75,10.6608,29.358,259.36,60.7218,56.7795,11.4551,10.574,9.54,9.4502,9.369,,,,,,,,,,
2016-01-19,36.5376,33.86,49.53,346.796,30.47,18.18,35.54,20.78,103.3157,43.9316,34.23,10.7952,29.6193,260.94,61.5945,58.3098,11.6138,10.702,9.64,9.5051,9.46,,,,,,,,,,
2016-01-20,35.7726,33.3,48.59,339.448,29.889,17.85,34.9,20.39,101.3484,43.3086,33.74,10.6441,29.3219,257.24,60.5721,56.9572,11.4292,10.5216,9.52,9.4528,9.294,,,,,,,,,,
2016-01-21,35.8351,33.5,48.56,338.737,29.806,17.97,34.75,20.36,101.0371,43.289,33.62,10.6307,29.2132,256.2,60.5875,57.0011,11.4288,10.5034,9.53,9.4638,9.287,,,,,,,,,,
2016-01-22,36.5642,34.07,49.54,346.369,30.407,18.31,35.5,20.74,102.9387,44.0771,34.28,10.8382,29.7542,261.35,61.6444,57.8976,11.6363,10.4919,9.61,9.6049,9.457,,,,,,,,,,
2016-01-25,36.7382,34.09,49.71,347.299,30.555,18.42,35.79,20.78,103.2513,44.1898,34.28,10.8699,29.9893,263.55,61.7416,58.3495,11.7424,10.4699,9.62,9.7038,9.494,,,,,,,,,,
2016-01-27,36.859,34.22,49.97,348.759,30.609,18.48,35.93,20.78,103.3621,44.2097,34.42,10.8538,30.1079,262.44,61.712,58.5643,11.7533,10.4924,9.66,9.7255,9.513,,,,,,,,,,
2016-01-28,36.7944,34.08,50.08,346.824,30.574,18.45,35.82,20.74,103.194,44.0555,34.3,10.785,29.9832,262.0,61.5857,58.3616,11.746,10.4888,9.67,9.7015,9.522,,,,,,,,,,
2016-01-29,37.3612,34.51,50.81,350.043,31.017,18.76,36.47,21.11,104.6706,44.6564,34.93,10.9573,30.6268,266.6,62.4858,59.8633,11.8917,10.597,9.76,9.8522,9.651,,,,,,,,,,
2016-01-31,,,50.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-01,37.5639,34.54,50.8,348.334,30.897,18.84,36.54,21.11,104.6282,44.668,34.82,10.9753,30.6624,267.44,62.4774,60.1924,11.8607,10.6319,9.78,9.8837,9.617,,,,,,,,,,
2016-02-02,36.8336,34.02,50.17,342.955,30.414,18.72,36.15,20.86,102.949,44.0883,34.38,10.834,30.2285,263.07,61.651,59.3387,11.7325,10.5408,9.65,9.8231,9.452,,,,,,,,,,
2016-02-03,36.0884,33.58,49.27,335.326,29.998,18.32,35.61,20.6,101.5884,43.4537,33.79,10.7054,29.9633,258.68,60.6408,58.5903,11.5858,10.4317,9.52,9.717,9.345,,,,,,,,,,
2016-02-04,35.9651,33.65,49.22,336.677,29.953,18.3,35.74,20.62,101.5647,43.4349,33.77,10.7527,30.15,259.36,60.638,58.1465,11.5194,10.3789,9.5,9.7422,9.375,,,,,,,,,,
2016-02-05,36.3023,34.16,49.85,341.103,30.336,18.53,36.22,20.9,102.8986,44.1265,34.2,10.9473,30.5141,263.39,61.2199,58.6341,11.7136,10.5537,9.62,9.9091,9.479,,,,,,,,,,
2016-02-08,36.2098,33.88,49.35,339.577,30.083,18.41,36.01,20.76,102.0591,43.9539,33.91,10.8709,30.2905,263.05,60.8298,59.0619,11.5995,10.459,9.54,9.8502,9.381,,,,,,,,,,
2016-02-09,35.7253,33.38,48.64,334.159,29.7,18.14,35.29,20.51,100.7036,43.3415,33.42,10.7349,29.8739,259.83,60.2231,58.264,11.4305,10.3012,9.43,9.726,9.259,,,,,,,,,,
2016-02-10,35.2273,33.18,48.18,329.012,29.352,17.92,34.9,20.37,99.8398,42.8375,33.08,10.611,29.6319,256.46,59.5756,57.5518,11.3096,10.1511,9.34,9.5953,9.164,,,,,,,,,,
2016-02-11,34.0437,32.07,46.44,318.721,28.418,17.2,33.69,19.72,96.7536,41.6592,31.95,10.2494,28.6778,248.32,57.5478,55.5117,10.9051,9.8185,9.06,9.3319,8.848,,,,,,,,,,
2016-02-12,34.0911,31.92,46.15,315.993,28.196,17.16,33.58,19.63,96.2586,41.3535,32.0,10.172,28.5467,244.96,57.5739,55.7402,10.8675,9.8556,9.02,9.3218,8.815,,,,,,,,,,
2016-02-15,34.9036,32.84,47.66,328.278,29.095,17.69,34.47,20.11,99.1339,42.5338,32.71,10.4613,29.0124,251.76,59.373,56.7274,11.0992,10.0854,9.23,9.4683,9.046,,,,,,,,,,
2016-02-16,34.1932,32.19,46.52,319.809,28.518,17.41,33.84,19.76,97.3559,41.6823,32.19,10.2818,28.5158,246.68,58.3022,55.5831,10.9097,9.9702,9.07,9.2885,8.879,,,,,,,,,,
2016-02-17,34.2637,32.26,46.82,322.711,28.819,17.5,34.03,19.9,98.156,41.9533,32.38,10.3557,28.6926,246.46,58.6459,55.5394,10.9749,10.0465,9.14,9.2947,8.957,,,,,,,,,,
2016-02-18,34.4098,32.54,47.23,326.405,29.077,17.58,34.28,20.05,99.1299,42.1743,32.61,10.3961,28.8928,249.24,59.1772,55.9089,11.0467,10.1284,9.2,9.3914,9.016,,,,,,,,,,
2016-02-19,34.4634,32.51,47.14,327.456,29.032,17.59,34.3,20.06,99.0451,42.2155,32.62,10.3415,28.8974,248.77,59.3488,55.9772,11.0666,10.0713,9.21,9.3644,9.019,,,,,,,,,,
2016-02-22,34.5953,32.6,47.37,328.076,29.106,17.6,34.36,20.15,99.4396,42.4155,32.65,10.3737,29.0003,249.71,59.5126,56.1112,11.1246,10.0805,9.27,9.3926,9.084,,,,,,,,,,
2016-02-23,34.3719,32.18,46.59,322.611,28.728,17.31,33.95,19.9,98.2736,41.8923,32.09,10.2595,28.6382,245.69,58.6191,55.1757,11.0065,9.9939,9.15,9.2995,8.946,,,,,,,,,,
2016-02-24,34.0086,31.93,46.24,319.72,28.417,17.11,33.53,19.69,97.136,41.2928,31.77,10.1832,28.2435,242.92,57.9756,54.6838,10.86,9.9313,9.06,9.1952,8.856,,,,,,,,,,
2016-02-25,33.6086,31.61,45.7,314.81,28.129,16.96,33.21,19.47,96.3329,40.8199,31.46,10.0727,28.0521,241.65,57.4185,53.8359,10.7302,9.8185,9.0,9.1116,8.772,,,,,,,,,,
2016-02-26,33.5859,31.74,45.87,316.486,28.265,16.93,33.43,19.57,96.8069,40.9776,31.61,10.1427,28.0774,242.31,57.5367,54.0249,10.7543,9.9408,9.03,9.1544,8.837,,,,,,,,,,
2016-02-29,33.4669,31.66,45.85,314.762,28.156,16.89,33.34,19.47,96.466,41.0603,31.54,10.1281,28.1303,241.77,57.1197,53.8072,10.7055,9.9482,9.03,9.1958,8.838,,,,,,,,,,
2016-03-01,34.6109,32.49,47.18,324.92,29.094,17.47,34.34,20.03,98.9456,42.3135,32.62,10.4205,28.7737,247.8,58.9928,55.6393,11.0737,10.2127,9.28,9.4257,9.073,,,,,,,,,,
2016-03-02,35.1774,32.87,48.09,333.793,29.616,17.76,34.95,20.28,100.9803,43.1131,33.36,10.6073,29.2089,252.74,60.0652,56.6231,11.336,10.401,9.42,9.5119,9.288,,,,,,,,,,
2016-03-03,35.5323,33.28,48.5,337.487,29.959,18.0,35.24,20.46,102.1004,43.6569,33.68,10.7263,29.5679,255.17,60.9119,57.1986,11.4606,10.4344,9.51,9.5988,9.403,,,,,,,,,,
2016-03-04,35.6663,33.45,48.68,341.719,30.139,18.03,35.24,20.58,102.304,43.8421,33.89,10.7186,29.5697,257.13,61.0135,57.333,11.4946,10.5147,9.53,9.5906,9.446,,,,,,,,,,
2016-03-08,35.6087,33.35,48.62,340.217,30.16,17.96,35.27,20.56,102.5392,43.6254,33.8,10.6992,29.5397,256.42,61.2407,57.0134,11.4588,10.5183,9.54,9.5884,9.43,,,,,,,,,,
2016-03-09,35.963,33.57,48.93,341.781,30.325,18.02,35.49,20.68,103.0737,43.9196,33.94,10.7567,29.5713,256.13,61.5159,57.3713,11.5427,10.5133,9.58,9.6096,9.463,,,,,,,,,,
2016-03-10,35.9149,33.45,48.63,339.179,30.183,17.99,35.44,20.59,102.6061,43.7619,33.82,10.7142,29.5812,255.53,61.1999,57.3063,11.4919,10.4657,9.55,9.5777,9.411,,,,,,,,,,
2016-03-11,35.9496,33.44,48.77,339.812,30.264,17.99,35.55,20.62,103.097,43.7997,33.87,10.7619,29.6476,255.12,61.2531,57.0895,11.5055,10.5258,9.58,9.6143,9.445,,,,,,,,,,
2016-03-14,36.1504,33.57,48.97,341.855,30.486,18.0,35.8,20.63,103.7777,44.0295,34.0,10.8005,29.7399,256.45,61.5525,57.2025,11.5516,10.5145,9.59,9.6538,9.505,,,,,,,,,,
2016-03-15,35.896,33.39,48.71,341.084,30.31,17.86,35.37,20.49,102.8876,43.7974,33.67,10.7081,29.3713,254.1,61.0975,56.8694,11.4732,10.4703,9.48,9.5703,9.44,,,,,,,,,,
2016-03-16,35.9073,33.43,48.76,341.908,30.353,17.89,35.4,20.49,103.0727,44.01,33.8,10.6907,29.3725,255.12,61.2957,57.2127,11.4862,10.4629,9.5,9.5487,9.457,,,,,,,,,,
2016-03-17,36.2323,33.59,49.0,344.725,30.527,17.89,35.49,20.54,103.4486,44.1897,34.01,10.7761,29.4553,257.08,61.5078,57.7468,11.4874,10.4573,9.52,9.5679,9.511,,,,,,,,,,
2016-03-18,36.5269,33.89,49.38,349.332,30.895,18.13,35.75,20.72,104.4437,44.5531,34.38,10.8475,29.6795,259.22,62.1611,58.1685,11.5965,10.5387,9.61,9.5807,9.603,,,,,,,,,,
2016-03-21,37.0256,34.25,50.27,355.253,31.313,18.39,36.16,21.0,106.1328,45.1587,34.78,10.9758,30.1955,261.18,63.0101,59.3872,11.7637,10.6388,9.75,9.6809,9.711,,,,,,,,,,
2016-03-22,37.0177,34.31,50.31,355.489,31.431,18.54,36.31,21.11,106.784,45.2783,34.91,11.0251,30.256,262.43,63.2763,59.6367,11.8188,10.6693,9.76,9.718,9.708,,,,,,,,,,
2016-03-23,37.1714,34.37,50.34,357.841,31.47,18.59,36.24,21.2,106.6342,45.3717,34.82,11.0368,30.2639,263.28,63.3958,60.0677,11.8716,10.7039,9.75,9.698,9.685,,,,,,,,,,
2016-03-28,36.6233,33.93,49.68,351.545,30.954,18.4,35.68,21.07,104.9267,44.811,34.43,10.8823,29.9016,259.59,62.5129,59.1582,11.7225,10.5851,9.62,9.5715,9.558,,,,,,,,,,
2016-03-29,36.6401,33.95,49.56,351.782,31.001,18.38,35.76,21.09,104.7845,44.8662,34.58,10.8832,29.858,257.08,62.4537,59.0916,11.7271,10.5933,9.6,9.5475,9.573,,,,,,,,,,
2016-03-30,37.1797,34.49,50.56,360.049,31.634,18.63,36.22,21.36,106.4466,45.6304,35.12,11.0606,30.2039,261.83,63.4777,60.2744,11.8921,10.7006,9.78,9.6746,9.712,,,,,,,,,,
2016-03-31,37.2625,34.69,50.77,360.487,31.801,18.76,36.44,21.5,106.9235,45.6776,35.32,11.0825,30.3426,262.41,63.5287,60.4681,11.958,10.7741,9.79,9.7379,9.763,,,,,,,,,,
2016-04-01,37.4107,34.7,50.72,360.503,31.691,18.74,36.39,21.44,106.7853,45.5877,35.13,11.0958,30.3141,262.56,63.4392,60.568,11.9543,10.7504,9.76,9.7325,9.75,,,,,,,,,,
2016-04-04,37.4428,34.87,50.94,361.806,31.837,18.82,36.64,21.5,107.3744,45.8184,35.41,11.1533,30.3538,263.8,63.6837,61.0151,12.0299,10.8176,9.82,9.8036,9.791,,,,,,,,,,
2016-04-05,36.9007,34.45,50.29,352.786,31.323,18.51,36.11,21.19,105.6746,45.0489,34.86,10.9443,29.9676,259.91,62.6526,60.3362,11.8323,10.7172,9.65,9.6919,9.631,,,,,,,,,,
2016-04-06,37.0084,34.48,50.55,353.945,31.546,18.55,36.17,21.32,106.1934,44.9693,34.97,10.9996,30.0595,260.55,62.9521,60.6001,11.8782,10.7804,9.67,9.7276,9.665,,,,,,,,,,
2016-04-07,36.8698,34.32,50.22,351.238,31.399,18.41,35.98,21.16,105.7137,44.7999,34.7,10.9013,29.8722,260.92,62.511,60.3319,11.8502,10.7185,9.58,9.6937,9.604,,,,,,,,,,
2016-04-08,36.9389,34.33,50.42,351.92,31.453,18.4,36.04,21.19,105.9796,44.9608,34.66,10.9172,29.9438,260.52,62.6507,60.5502,11.8861,10.7031,9.6,9.7427,9.619,,,,,,,,,,
2016-04-11,37.2349,34.7,50.97,357.169,31.766,18.52,36.45,21.45,107.3513,45.3255,35.12,11.0293,30.2098,262.35,63.3138,60.7448,12.009,10.8039,9.71,9.8263,9.719,,,,,,,,,,
2016-04-12,37.5735,34.95,51.23,359.463,31.991,18.67,36.79,21.6,108.1721,45.7786,35.34,11.1093,30.4671,263.29,63.7479,60.9932,12.0987,10.8817,9.76,9.8831,9.796,,,,,,,,,,
2016-04-13,37.9454,35.29,51.96,364.742,32.442,18.95,37.18,21.9,109.3651,46.5158,35.9,11.2911,30.947,268.27,64.617,61.5423,12.2645,11.0335,9.92,10.0399,9.96,,,,,,,,,,
2016-04-18,38.2711,35.61,52.53,367.178,32.752,19.21,37.73,22.1,110.4578,46.935,36.28,11.4242,31.1123,271.13,65.0818,62.4216,12.3934,11.1796,10.02,10.1562,10.063,,,,,,,,,,
2016-04-20,38.5228,35.6,52.52,369.025,32.784,19.27,37.63,22.09,110.6771,46.9663,36.19,11.4586,31.1638,272.19,65.1892,62.2885,12.4261,11.1526,10.03,10.2124,10.076,,,,,,,,,,
2016-04-21,38.5693,35.66,52.46,370.486,32.747,19.23,37.53,22.02,110.1793,47.0653,36.28,11.4352,31.058,272.14,64.9372,62.0774,12.3984,11.1011,10.01,10.1631,10.128,,,,,,,,,,
2016-04-22,38.5966,35.65,52.4,371.392,32.814,19.19,37.55,21.99,110.0982,47.1699,36.24,11.4135,30.9638,272.27,64.9042,62.0514,12.3991,11.1419,10.0,10.1402,10.114,,,,,,,,,,
2016-04-25,38.3356,35.5,52.13,369.639,32.624,19.07,37.3,21.93,109.6725,47.0102,36.14,11.3347,30.7373,272.09,64.5943,61.9926,12.3476,11.1198,9.96,10.12,10.081,,,,,,,,,,
2016-04-26,38.6563,35.82,52.7,373.932,32.971,19.31,37.77,22.14,110.587,47.4513,36.52,11.4659,31.1508,274.16,65.322,62.5784,12.4804,11.2565,10.08,10.2131,10.196,,,,,,,,,,
2016-04-27,38.7756,35.78,52.78,373.116,32.94,19.35,37.74,22.16,110.6032,47.3299,36.51,11.4563,31.2075,274.35,65.4606,62.6748,12.4439,11.2786,10.09,10.2153,10.21,,,,,,,,,,
2016-04-28,38.2977,35.36,52.03,367.921,32.49,19.09,37.35,21.97,109.2716,46.8131,35.94,11.3028,30.8209,270.93,64.5219,62.3541,12.308,11.1396,9.93,10.124,10.053,,,,,,,,,,
2016-04-29,38.4133,35.35,52.17,367.251,32.503,19.1,37.39,22.04,109.1763,46.9157,35.98,11.2999,30.9525,271.61,64.5664,63.1574,12.3072,11.2235,9.94,10.1316,10.069,,,,,,,,,,
2016-05-02,38.6453,35.37,52.09,365.211,32.443,19.16,37.43,22.03,109.4933,46.9873,36.03,11.3136,30.9972,272.29,64.6222,63.3881,12.2883,11.1944,9.9,10.1329,10.065,,,,,,,,,,
2016-05-03,38.5574,35.1,51.81,363.433,32.308,19.07,37.41,21.93,108.842,46.7642,35.75,11.2715,30.7931,271.53,64.1593,63.1062,12.2734,11.1622,9.83,10.1107,10.015,,,,,,,,,,
2016-05-04,38.2826,34.91,51.57,358.282,32.086,18.99,37.17,21.81,108.0815,46.4446,35.55,11.2089,30.6917,269.47,63.781,63.2205,12.1834,11.187,9.76,10.1087,9.937,,,,,,,,,,
2016-05-05,38.3919,34.76,51.68,359.024,32.23,18.98,37.17,21.85,108.2961,46.4131,35.59,11.2146,30.8117,271.09,63.9899,64.0199,12.1894,11.2511,9.79,10.1319,9.947,,,,,,,,,,
2016-05-06,38.3198,34.7,51.69,359.452,32.219,18.91,37.08,21.87,108.366,46.4011,35.62,11.2578,30.7528,271.37,63.9021,64.2603,12.1788,11.2595,9.79,10.1783,9.973,,,,,,,,,,
2016-05-09,38.8982,35.23,52.55,364.009,32.528,19.13,37.53,22.16,109.6564,47.0444,36.1,11.4212,31.123,273.38,64.8207,65.2605,12.3577,11.3673,9.94,10.2872,10.095,,,,,,,,,,
2016-05-10,38.9255,35.32,52.74,364.462,32.544,19.24,37.49,22.22,109.6944,47.1773,36.18,11.4369,31.219,273.47,64.8879,65.3761,12.4089,11.3937,9.97,10.3147,10.093,,,,,,,,,,
2016-05-11,39.066,35.17,52.6,362.751,32.516,19.24,37.46,22.26,109.8303,47.1281,36.2,11.4571,31.2078,273.61,64.8031,65.8577,12.4021,11.3668,9.96,10.3067,10.118,,,,,,,,,,
2016-05-12,39.2479,35.31,52.86,365.623,32.744,19.35,37.72,22.39,110.5796,47.3283,36.42,11.5048,31.3966,275.31,65.1812,66.1913,12.4844,11.4108,10.04,10.4215,10.204,,,,,,,,,,
2016-05-13,39.2064,35.14,52.43,364.89,32.583,19.27,37.74,22.26,109.8612,46.9738,36.21,11.3944,31.161,274.07,64.6452,66.0083,12.4664,11.3556,9.94,10.3949,10.133,,,,,,,,,,
2016-05-16,39.2281,35.18,52.54,362.152,32.631,19.29,37.89,22.31,109.9851,46.933,36.29,11.4464,31.3438,273.13,64.8302,66.1466,12.4682,11.4159,9.97,10.4136,10.174,,,,,,,,,,
2016-05-17,39.4379,35.29,52.98,362.927,32.733,19.32,38.01,22.37,109.9756,47.0945,36.52,11.5013,31.4794,273.74,64.9403,66.0685,12.4836,11.4698,10.02,10.4718,10.198,,,,,,,,,,
2016-05-18,39.272,35.42,52.96,363.64,32.737,19.27,37.91,22.33,109.7983,47.0754,36.36,11.4697,31.3772,273.86,65.0233,66.616,12.4732,11.4179,10.0,10.4591,10.17,,,,,,,,,,
2016-05-19,38.9481,35.02,52.5,359.308,32.529,19.09,37.6,22.15,108.9862,46.7744,36.03,11.3688,31.0627,272.28,64.2969,66.2551,12.3868,11.3325,9.9,10.4044,10.125,,,,,,,,,,
2016-05-20,38.8465,34.76,52.22,356.363,32.24,18.97,37.51,21.94,107.9542,46.5785,35.82,11.3209,31.0005,269.85,63.9941,66.0742,12.3059,11.2179,9.83,10.3594,10.064,,,,,,,,,,
2016-05-23,38.5748,34.61,52.04,354.813,32.131,18.89,37.2,21.89,107.2755,46.3766,35.66,11.2466,30.9309,269.28,63.8713,66.3034,12.2741,11.1241,9.76,10.2759,10.033,,,,,,,,,,
2016-05-24,38.3336,34.51,52.03,354.245,32.087,18.85,37.04,21.88,107.1772,46.3904,35.63,11.2621,30.7811,268.95,63.7996,66.2943,12.2383,11.0877,9.77,10.2028,10.008,,,,,,,,,,
2016-05-25,38.7471,34.95,53.09,361.288,32.668,19.15,37.69,22.21,108.9753,47.269,36.28,11.4906,31.3403,271.32,64.8813,66.6452,12.4306,11.2945,9.97,10.3532,10.248,,,,,,,,,,
2016-05-26,39.0946,35.14,53.88,367.523,33.09,19.34,37.78,22.47,110.4074,47.6453,36.75,11.66,31.8498,273.03,65.7879,66.8596,12.5363,11.3802,10.12,10.4524,10.359,,,,,,,,,,
2016-05-27,39.343,35.57,54.71,373.496,33.643,19.43,38.11,22.64,111.837,48.0253,37.23,11.8077,32.2214,274.88,66.4071,67.3441,12.6602,11.5628,10.26,10.5168,10.476,,,,,,,,,,
2016-05-30,39.3393,35.79,54.87,374.85,33.709,19.51,38.16,22.71,112.5215,48.182,37.46,11.8046,32.3577,275.54,66.6999,67.2359,12.7182,11.6018,10.3,10.5443,10.527,,,,,,,,,,
2016-05-31,39.2256,35.79,54.77,377.495,33.761,19.41,38.33,22.63,112.6227,48.1713,37.5,11.783,32.2497,275.11,66.5113,67.4848,12.7361,11.5778,10.27,10.5284,10.52,,,,,,,,,,
2016-06-01,39.314,35.82,54.63,375.99,33.663,19.45,38.46,22.62,112.7002,48.2206,37.5,11.8028,32.4008,275.69,66.5781,68.154,12.7294,11.554,10.28,10.548,10.522,,,,,,,,,,
2016-06-02,39.5882,35.96,54.91,378.532,33.833,19.54,38.63,22.71,113.5945,48.3438,37.68,11.8975,32.4416,277.05,66.8858,68.4214,12.8147,11.6273,10.34,10.5966,10.606,,,,,,,,,,
2016-06-03,39.5454,35.81,54.95,377.568,33.796,19.53,38.62,22.73,113.72,48.4865,37.67,11.9094,32.354,277.35,66.7347,68.3523,12.8161,11.6175,10.32,10.5731,10.637,,,,,,,,,,
2016-06-06,39.42,35.83,54.91,377.847,33.867,19.45,38.64,22.69,113.6349,48.4225,37.54,11.8846,32.3609,277.13,66.8192,68.3106,12.8292,11.6271,10.33,10.5893,10.619,,,,,,,,,,
2016-06-07,39.8678,36.02,55.32,381.934,34.058,19.57,38.82,22.78,114.2438,48.6642,37.71,11.9439,32.5025,278.72,67.4057,67.9329,12.9044,11.6254,10.42,10.6667,10.728,,,,,,,,,,
2016-06-08,40.0758,36.01,55.47,384.922,34.206,19.67,38.97,22.8,114.3759,48.9349,37.87,11.9437,32.5067,279.67,67.6739,68.1017,12.9596,11.628,10.45,10.6815,10.741,,,,,,,,,,
2016-06-09,39.9174,35.78,55.06,383.936,34.101,19.56,38.75,22.75,113.7939,48.7591,37.62,11.8821,32.3337,279.6,67.2611,67.8152,12.9127,11.571,10.38,10.6335,10.695,,,,,,,,,,
2016-06-10,39.7734,35.77,54.83,382.031,33.972,19.5,38.58,22.71,113.1306,48.584,37.44,11.8193,32.2419,279.15,67.0999,67.8641,12.8721,11.5272,10.32,10.6083,10.633,,,,,,,,,,
2016-06-13,39.6561,35.52,54.5,377.823,33.762,19.39,38.48,22.59,112.2251,48.3129,37.19,11.7704,32.0592,277.65,66.6953,67.4826,12.79,11.4573,10.26,10.571,10.595,,,,,,,,,,
2016-06-14,39.7568,35.67,54.42,380.012,33.757,19.34,38.51,22.57,112.1972,48.2787,37.13,11.7648,32.1206,278.96,66.6328,67.6324,12.8111,11.455,10.26,10.6143,10.628,,,,,,,,,,
2016-06-15,40.0928,35.86,55.1,385.969,34.16,19.48,38.72,22.77,113.3865,48.5978,37.52,11.8833,32.3829,281.27,67.3495,67.8192,12.9481,11.5898,10.36,10.6886,10.763,,,,,,,,,,
2016-06-16,39.7701,35.68,54.8,384.4,33.987,19.35,38.52,22.65,112.7179,48.2638,37.21,11.7988,32.2203,281.29,67.021,67.6007,12.8985,11.5327,10.3,10.6378,10.695,,,,,,,,,,
2016-06-17,39.8234,35.72,54.91,384.907,34.064,19.37,38.62,22.7,113.025,48.589,37.38,11.8182,32.2788,282.68,67.0966,67.8493,12.9213,11.5716,10.31,10.6322,10.715,,,,,,,,,,
2016-06-20,40.0578,35.86,55.3,388.387,34.263,19.51,38.9,22.83,113.5538,48.8752,37.61,11.8696,32.419,282.5,67.4799,67.6456,12.9643,11.6884,10.38,10.6695,10.756,,,,,,,,,,
